movieId,title,clean_title,year,genres,tmdbId,imdbId,in_cf_model
24,Powder (1995),Powder,1995.0,Drama|Sci-Fi,12665.0,114168,True
25,Leaving Las Vegas (1995),Leaving Las Vegas,1995.0,Drama|Romance,451.0,113627,True
26,Othello (1995),Othello,1995.0,Drama,16420.0,114057,True
27,Now and Then (1995),Now and Then,1995.0,Children|Drama,9263.0,114011,True
28,Persuasion (1995),Persuasion,1995.0,Drama|Romance,17015.0,114117,True
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","City of Lost Children, The (Cité des enfants perdus, La)",1995.0,Adventure|Drama|Fantasy|Mystery|Sci-Fi,902.0,112682,True
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Shanghai Triad (Yao a yao yao dao waipo qiao),1995.0,Crime|Drama,37557.0,115012,True
31,Dangerous Minds (1995),Dangerous Minds,1995.0,Drama,9909.0,112792,True
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Twelve Monkeys (a.k.a. 12 Monkeys),1995.0,Mystery|Sci-Fi|Thriller,63.0,114746,True
33,Wings of Courage (1995),Wings of Courage,1995.0,Adventure|Romance|IMAX,78802.0,114952,False
34,Babe (1995),Babe,1995.0,Children|Drama,9598.0,112431,True
35,Carrington (1995),Carrington,1995.0,Drama|Romance,47018.0,112637,True
36,Dead Man Walking (1995),Dead Man Walking,1995.0,Crime|Drama,687.0,112818,True
37,Across the Sea of Time (1995),Across the Sea of Time,1995.0,Documentary|IMAX,139405.0,112286,False
38,It Takes Two (1995),It Takes Two,1995.0,Children|Comedy,33689.0,113442,True
39,Clueless (1995),Clueless,1995.0,Comedy|Romance,9603.0,112697,True
40,"Cry, the Beloved Country (1995)","Cry, the Beloved Country",1995.0,Drama,34615.0,112749,True
41,Richard III (1995),Richard III,1995.0,Drama|War,31174.0,114279,True
42,Dead Presidents (1995),Dead Presidents,1995.0,Action|Crime|Drama,11443.0,112819,True
43,Restoration (1995),Restoration,1995.0,Drama,35196.0,114272,True
44,Mortal Kombat (1995),Mortal Kombat,1995.0,Action|Adventure|Fantasy,9312.0,113855,True
45,To Die For (1995),To Die For,1995.0,Comedy|Drama|Thriller,577.0,114681,True
46,How to Make an American Quilt (1995),How to Make an American Quilt,1995.0,Drama|Romance,11861.0,113347,True
47,Seven (a.k.a. Se7en) (1995),Seven (a.k.a. Se7en),1995.0,Mystery|Thriller,807.0,114369,True
48,Pocahontas (1995),Pocahontas,1995.0,Animation|Children|Drama|Musical|Romance,10530.0,114148,True
49,When Night Is Falling (1995),When Night Is Falling,1995.0,Drama|Romance,8391.0,114916,True
50,"Usual Suspects, The (1995)","Usual Suspects, The",1995.0,Crime|Mystery|Thriller,629.0,114814,True
51,Guardian Angel (1994),Guardian Angel,1994.0,Action|Drama|Thriller,117164.0,109950,False
52,Mighty Aphrodite (1995),Mighty Aphrodite,1995.0,Comedy|Drama|Romance,11448.0,113819,True
53,Lamerica (1994),Lamerica,1994.0,Adventure|Drama,49133.0,110299,True
54,"Big Green, The (1995)","Big Green, The",1995.0,Children|Comedy,26441.0,112499,True
55,Georgia (1995),Georgia,1995.0,Drama,97406.0,113158,True
56,Kids of the Round Table (1995),Kids of the Round Table,1995.0,Adventure|Children|Fantasy,124057.0,113541,False
57,Home for the Holidays (1995),Home for the Holidays,1995.0,Drama,9089.0,113321,True
58,"Postman, The (Postino, Il) (1994)","Postman, The (Postino, Il)",1994.0,Comedy|Drama|Romance,11010.0,110877,True
59,"Confessional, The (Confessionnal, Le) (1995)","Confessional, The (Confessionnal, Le)",1995.0,Drama|Mystery,99040.0,112714,True
60,"Indian in the Cupboard, The (1995)","Indian in the Cupboard, The",1995.0,Adventure|Children|Fantasy,11359.0,113419,True
61,Eye for an Eye (1996),Eye for an Eye,1996.0,Drama|Thriller,17182.0,116260,True
62,Mr. Holland's Opus (1995),Mr. Holland's Opus,1995.0,Drama,2054.0,113862,True
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996.0,Comedy|Crime,10607.0,116126,True
64,Two if by Sea (1996),Two if by Sea,1996.0,Comedy|Romance,19760.0,118002,True
65,Bio-Dome (1996),Bio-Dome,1996.0,Comedy,9536.0,115683,True
66,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace,1996.0,Action|Sci-Fi|Thriller,11525.0,116839,True
67,Two Bits (1995),Two Bits,1995.0,Drama,40628.0,114753,True
68,French Twist (Gazon maudit) (1995),French Twist (Gazon maudit),1995.0,Comedy|Romance,4482.0,113149,True
69,Friday (1995),Friday,1995.0,Comedy,10634.0,113118,True
70,From Dusk Till Dawn (1996),From Dusk Till Dawn,1996.0,Action|Comedy|Horror|Thriller,755.0,116367,True
71,Fair Game (1995),Fair Game,1995.0,Action,11859.0,113010,True
72,Kicking and Screaming (1995),Kicking and Screaming,1995.0,Comedy|Drama,28387.0,113537,True
73,"Misérables, Les (1995)","Misérables, Les",1995.0,Drama|War,48750.0,113828,True
74,Bed of Roses (1996),Bed of Roses,1996.0,Drama|Romance,20927.0,115644,True
75,Big Bully (1996),Big Bully,1996.0,Comedy|Drama,36929.0,115676,True
76,Screamers (1995),Screamers,1995.0,Action|Sci-Fi|Thriller,9102.0,114367,True
77,Nico Icon (1995),Nico Icon,1995.0,Documentary,124626.0,113973,True
78,"Crossing Guard, The (1995)","Crossing Guard, The",1995.0,Action|Crime|Drama|Thriller,27526.0,112744,True
79,"Juror, The (1996)","Juror, The",1996.0,Drama|Thriller,9623.0,116731,True
80,"White Balloon, The (Badkonake sefid) (1995)","White Balloon, The (Badkonake sefid)",1995.0,Children|Drama,46785.0,112445,True
81,Things to Do in Denver When You're Dead (1995),Things to Do in Denver When You're Dead,1995.0,Crime|Drama|Romance,400.0,114660,True
82,Antonia's Line (Antonia) (1995),Antonia's Line (Antonia),1995.0,Comedy|Drama,880.0,112379,True
83,Once Upon a Time... When We Were Colored (1995),Once Upon a Time... When We Were Colored,1995.0,Drama|Romance,146599.0,114039,True
84,Last Summer in the Hamptons (1995),Last Summer in the Hamptons,1995.0,Comedy|Drama,188588.0,113612,True
85,Angels and Insects (1995),Angels and Insects,1995.0,Drama|Romance,8447.0,112365,True
86,White Squall (1996),White Squall,1996.0,Action|Adventure|Drama,10534.0,118158,True
87,Dunston Checks In (1996),Dunston Checks In,1996.0,Children|Comedy,17414.0,116151,True
88,Black Sheep (1996),Black Sheep,1996.0,Comedy,13997.0,115697,True
89,Nick of Time (1995),Nick of Time,1995.0,Action|Thriller,2086.0,113972,True
90,"Journey of August King, The (1995)","Journey of August King, The",1995.0,Drama,61548.0,113490,True
92,Mary Reilly (1996),Mary Reilly,1996.0,Drama|Horror|Thriller,9095.0,117002,True
93,Vampire in Brooklyn (1995),Vampire in Brooklyn,1995.0,Comedy|Horror|Romance,12158.0,114825,True
94,Beautiful Girls (1996),Beautiful Girls,1996.0,Comedy|Drama|Romance,9283.0,115639,True
95,Broken Arrow (1996),Broken Arrow,1996.0,Action|Adventure|Thriller,9208.0,115759,True
96,In the Bleak Midwinter (1995),In the Bleak Midwinter,1995.0,Comedy|Drama,40154.0,113403,True
97,"Hate (Haine, La) (1995)","Hate (Haine, La)",1995.0,Crime|Drama,406.0,113247,True
98,Shopping (1994),Shopping,1994.0,Action|Thriller,45549.0,111173,False
99,Heidi Fleiss: Hollywood Madam (1995),Heidi Fleiss: Hollywood Madam,1995.0,Documentary,63076.0,113283,True
100,City Hall (1996),City Hall,1996.0,Drama|Thriller,11062.0,115907,True
101,Bottle Rocket (1996),Bottle Rocket,1996.0,Adventure|Comedy|Crime|Romance,13685.0,115734,True
102,Mr. Wrong (1996),Mr. Wrong,1996.0,Comedy,47475.0,117102,True
103,Unforgettable (1996),Unforgettable,1996.0,Mystery|Sci-Fi|Thriller,2045.0,118040,True
104,Happy Gilmore (1996),Happy Gilmore,1996.0,Comedy,9614.0,116483,True
105,"Bridges of Madison County, The (1995)","Bridges of Madison County, The",1995.0,Drama|Romance,688.0,112579,True
106,Nobody Loves Me (Keiner liebt mich) (1994),Nobody Loves Me (Keiner liebt mich),1994.0,Comedy|Drama,11907.0,110251,True
107,Muppet Treasure Island (1996),Muppet Treasure Island,1996.0,Adventure|Children|Comedy|Musical,10874.0,117110,True
108,Catwalk (1996),Catwalk,1996.0,Documentary,89333.0,112646,True
109,Headless Body in Topless Bar (1995),Headless Body in Topless Bar,1995.0,Comedy|Drama|Thriller,96357.0,113276,False
110,Braveheart (1995),Braveheart,1995.0,Action|Drama|War,197.0,112573,True
111,Taxi Driver (1976),Taxi Driver,1976.0,Crime|Drama|Thriller,103.0,75314,True
112,Rumble in the Bronx (Hont faan kui) (1995),Rumble in the Bronx (Hont faan kui),1995.0,Action|Adventure|Comedy|Crime,33542.0,113326,True
113,Before and After (1996),Before and After,1996.0,Drama|Mystery,43566.0,115645,True
114,Margaret's Museum (1995),Margaret's Museum,1995.0,Drama,71754.0,113774,True
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)","Happiness Is in the Field (Bonheur est dans le pré, Le)",1995.0,Comedy,43612.0,112556,False
116,Anne Frank Remembered (1995),Anne Frank Remembered,1995.0,Documentary,51352.0,112373,True
117,"Young Poisoner's Handbook, The (1995)","Young Poisoner's Handbook, The",1995.0,Crime|Drama,16934.0,115033,True
118,If Lucy Fell (1996),If Lucy Fell,1996.0,Comedy|Romance,10324.0,116606,True
119,"Steal Big, Steal Little (1995)","Steal Big, Steal Little",1995.0,Comedy,78406.0,114536,True
120,Race the Sun (1996),Race the Sun,1996.0,Adventure|Comedy|Drama,55731.0,117427,True
121,"Boys of St. Vincent, The (1992)","Boys of St. Vincent, The",1992.0,Drama,32119.0,106473,True
122,Boomerang (1992),Boomerang,1992.0,Comedy|Romance,11066.0,103859,True
123,Chungking Express (Chung Hing sam lam) (1994),Chungking Express (Chung Hing sam lam),1994.0,Drama|Mystery|Romance,11104.0,109424,True
124,"Star Maker, The (Uomo delle stelle, L') (1995)","Star Maker, The (Uomo delle stelle, L')",1995.0,Drama,37975.0,114808,True
125,Flirting With Disaster (1996),Flirting With Disaster,1996.0,Comedy,2074.0,116324,True
126,"NeverEnding Story III, The (1994)","NeverEnding Story III, The",1994.0,Adventure|Children|Fantasy,27793.0,110647,True
127,"Silences of the Palace, The (Saimt el Qusur) (1994)","Silences of the Palace, The (Saimt el Qusur)",1994.0,Drama,44284.0,111055,False
128,Jupiter's Wife (1994),Jupiter's Wife,1994.0,Documentary,290157.0,110217,False
129,Pie in the Sky (1996),Pie in the Sky,1996.0,Comedy|Romance,110972.0,114131,True
130,Angela (1995),Angela,1995.0,Drama,32622.0,112364,False
131,Frankie Starlight (1995),Frankie Starlight,1995.0,Drama|Romance,73067.0,113107,True
132,Jade (1995),Jade,1995.0,Thriller,11863.0,113451,True
133,Nueba Yol (1995),Nueba Yol,1995.0,Comedy|Drama,55475.0,114015,False
134,Sonic Outlaws (1995),Sonic Outlaws,1995.0,Documentary,124636.0,114500,False
135,Down Periscope (1996),Down Periscope,1996.0,Comedy,9101.0,116130,True
136,From the Journals of Jean Seberg (1995),From the Journals of Jean Seberg,1995.0,Documentary,123360.0,113125,True
137,Man of the Year (1995),Man of the Year,1995.0,Documentary,5757.0,113756,True
138,"Neon Bible, The (1995)","Neon Bible, The",1995.0,Drama,39428.0,113952,True
139,Target (1995),Target,1995.0,Action|Drama,124639.0,114618,False
140,Up Close and Personal (1996),Up Close and Personal,1996.0,Drama|Romance,9302.0,118055,True
141,"Birdcage, The (1996)","Birdcage, The",1996.0,Comedy,11000.0,115685,True
142,Shadows (Cienie) (1988),Shadows (Cienie),1988.0,Drama,,94878,False
143,Gospa (1995),Gospa,1995.0,Drama,249882.0,113200,False
144,"Brothers McMullen, The (1995)","Brothers McMullen, The",1995.0,Comedy,16388.0,112585,True
145,Bad Boys (1995),Bad Boys,1995.0,Action|Comedy|Crime|Drama|Thriller,9737.0,112442,True
146,"Amazing Panda Adventure, The (1995)","Amazing Panda Adventure, The",1995.0,Adventure|Children,30765.0,112342,True
147,"Basketball Diaries, The (1995)","Basketball Diaries, The",1995.0,Drama,10474.0,112461,True
148,"Awfully Big Adventure, An (1995)","Awfully Big Adventure, An",1995.0,Drama,22279.0,112427,True
149,Amateur (1994),Amateur,1994.0,Crime|Drama|Thriller,30157.0,109093,True
150,Apollo 13 (1995),Apollo 13,1995.0,Adventure|Drama|IMAX,568.0,112384,True
151,Rob Roy (1995),Rob Roy,1995.0,Action|Drama|Romance|War,11780.0,114287,True
152,"Addiction, The (1995)","Addiction, The",1995.0,Drama|Horror,34996.0,112288,True
153,Batman Forever (1995),Batman Forever,1995.0,Action|Adventure|Comedy|Crime,414.0,112462,True
154,Beauty of the Day (Belle de jour) (1967),Beauty of the Day (Belle de jour),1967.0,Drama,649.0,61395,True
155,Beyond Rangoon (1995),Beyond Rangoon,1995.0,Adventure|Drama|War,1873.0,112495,True
156,Blue in the Face (1995),Blue in the Face,1995.0,Comedy|Drama,5894.0,112541,True
157,Canadian Bacon (1995),Canadian Bacon,1995.0,Comedy|War,1775.0,109370,True
158,Casper (1995),Casper,1995.0,Adventure|Children,8839.0,112642,True
159,Clockers (1995),Clockers,1995.0,Crime|Drama|Mystery,20649.0,112688,True
160,Congo (1995),Congo,1995.0,Action|Adventure|Mystery|Sci-Fi,10329.0,112715,True
161,Crimson Tide (1995),Crimson Tide,1995.0,Drama|Thriller|War,8963.0,112740,True
162,Crumb (1994),Crumb,1994.0,Documentary,26564.0,109508,True
163,Desperado (1995),Desperado,1995.0,Action|Romance|Western,8068.0,112851,True
164,Devil in a Blue Dress (1995),Devil in a Blue Dress,1995.0,Crime|Film-Noir|Mystery|Thriller,8512.0,112857,True
165,Die Hard: With a Vengeance (1995),Die Hard: With a Vengeance,1995.0,Action|Crime|Thriller,1572.0,112864,True
166,"Doom Generation, The (1995)","Doom Generation, The",1995.0,Comedy|Crime|Drama,13552.0,112887,True
167,Feast of July (1995),Feast of July,1995.0,Drama,259209.0,113044,False
168,First Knight (1995),First Knight,1995.0,Action|Drama|Romance,6520.0,113071,True
169,Free Willy 2: The Adventure Home (1995),Free Willy 2: The Adventure Home,1995.0,Adventure|Children|Drama,9073.0,113114,True
170,Hackers (1995),Hackers,1995.0,Action|Adventure|Crime|Thriller,10428.0,113243,True
171,Jeffrey (1995),Jeffrey,1995.0,Comedy|Drama,17447.0,113464,True
172,Johnny Mnemonic (1995),Johnny Mnemonic,1995.0,Action|Sci-Fi|Thriller,9886.0,113481,True
173,Judge Dredd (1995),Judge Dredd,1995.0,Action|Crime|Sci-Fi,9482.0,113492,True
174,Jury Duty (1995),Jury Duty,1995.0,Comedy,19326.0,113500,True
175,Kids (1995),Kids,1995.0,Drama,9344.0,113540,True
176,Living in Oblivion (1995),Living in Oblivion,1995.0,Comedy,9071.0,113677,True
177,Lord of Illusions (1995),Lord of Illusions,1995.0,Horror,8973.0,113690,True
178,Love & Human Remains (1993),Love & Human Remains,1993.0,Comedy|Drama,15730.0,107447,True
179,Mad Love (1995),Mad Love,1995.0,Drama|Romance,47608.0,113729,True
180,Mallrats (1995),Mallrats,1995.0,Comedy|Romance,2293.0,113749,True
181,Mighty Morphin Power Rangers: The Movie (1995),Mighty Morphin Power Rangers: The Movie,1995.0,Action|Children,9070.0,113820,True
182,Moonlight and Valentino (1995),Moonlight and Valentino,1995.0,Drama|Romance,68274.0,113851,True
183,Mute Witness (1994),Mute Witness,1994.0,Comedy|Horror|Thriller,48787.0,110604,True
184,Nadja (1994),Nadja,1994.0,Drama,34574.0,110620,True
185,"Net, The (1995)","Net, The",1995.0,Action|Crime|Thriller,1642.0,113957,True
186,Nine Months (1995),Nine Months,1995.0,Comedy|Romance,11472.0,113986,True
187,Party Girl (1995),Party Girl,1995.0,Comedy,36196.0,114095,True
188,"Prophecy, The (1995)","Prophecy, The",1995.0,Fantasy|Horror|Mystery,11980.0,114194,True
189,Reckless (1995),Reckless,1995.0,Comedy|Fantasy,58372.0,114241,True
190,Safe (1995),Safe,1995.0,Thriller,32646.0,114323,True
191,"Scarlet Letter, The (1995)","Scarlet Letter, The",1995.0,Drama|Romance,10533.0,114345,True
192,"Show, The (1995)","Show, The",1995.0,Documentary,56088.0,114435,False
193,Showgirls (1995),Showgirls,1995.0,Drama,10802.0,114436,True
194,Smoke (1995),Smoke,1995.0,Comedy|Drama,10149.0,114478,True
195,Something to Talk About (1995),Something to Talk About,1995.0,Comedy|Drama|Romance,18402.0,114496,True
196,Species (1995),Species,1995.0,Horror|Sci-Fi,9348.0,114508,True
197,"Stars Fell on Henrietta, The (1995)","Stars Fell on Henrietta, The",1995.0,Drama,139408.0,114534,True
198,Strange Days (1995),Strange Days,1995.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,281.0,114558,True
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964.0,Drama|Musical|Romance,5967.0,58450,True
200,"Tie That Binds, The (1995)","Tie That Binds, The",1995.0,Thriller,79593.0,114666,True
201,Three Wishes (1995),Three Wishes,1995.0,Drama|Fantasy,47939.0,114663,True
202,Total Eclipse (1995),Total Eclipse,1995.0,Drama|Romance,36834.0,114702,True
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","To Wong Foo, Thanks for Everything! Julie Newmar",1995.0,Comedy,9090.0,114682,True
204,Under Siege 2: Dark Territory (1995),Under Siege 2: Dark Territory,1995.0,Action,3512.0,114781,True
205,Unstrung Heroes (1995),Unstrung Heroes,1995.0,Comedy|Drama,52856.0,114798,True
206,Unzipped (1995),Unzipped,1995.0,Documentary,77350.0,114805,True
207,"Walk in the Clouds, A (1995)","Walk in the Clouds, A",1995.0,Drama|Romance,9560.0,114887,True
208,Waterworld (1995),Waterworld,1995.0,Action|Adventure|Sci-Fi,9804.0,114898,True
209,White Man's Burden (1995),White Man's Burden,1995.0,Drama,31611.0,114928,True
210,Wild Bill (1995),Wild Bill,1995.0,Western,65796.0,114938,True
211,"Browning Version, The (1994)","Browning Version, The",1994.0,Drama,49805.0,109340,True
212,Bushwhacked (1995),Bushwhacked,1995.0,Adventure|Comedy|Crime|Mystery,26258.0,112602,True
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Burnt by the Sun (Utomlyonnye solntsem),1994.0,Drama,50797.0,111579,True
214,Before the Rain (Pred dozhdot) (1994),Before the Rain (Pred dozhdot),1994.0,Drama|War,19155.0,110882,True
215,Before Sunrise (1995),Before Sunrise,1995.0,Drama|Romance,76.0,112471,True
216,Billy Madison (1995),Billy Madison,1995.0,Comedy,11017.0,112508,True
217,"Babysitter, The (1995)","Babysitter, The",1995.0,Drama|Thriller,37141.0,112438,True
218,Boys on the Side (1995),Boys on the Side,1995.0,Comedy|Drama,9382.0,112571,True
219,"Cure, The (1995)","Cure, The",1995.0,Drama,6715.0,112757,True
220,Castle Freak (1995),Castle Freak,1995.0,Horror,18256.0,112643,True
222,Circle of Friends (1995),Circle of Friends,1995.0,Drama|Romance,22625.0,112679,True
223,Clerks (1994),Clerks,1994.0,Comedy,2292.0,109445,True
224,Don Juan DeMarco (1995),Don Juan DeMarco,1995.0,Comedy|Drama|Romance,1909.0,112883,True
225,Disclosure (1994),Disclosure,1994.0,Drama|Thriller,8984.0,109635,True
226,Dream Man (1995),Dream Man,1995.0,Thriller,61813.0,112899,False
227,Drop Zone (1994),Drop Zone,1994.0,Action|Thriller,4954.0,109676,True
228,Destiny Turns on the Radio (1995),Destiny Turns on the Radio,1995.0,Comedy,62488.0,112854,True
229,Death and the Maiden (1994),Death and the Maiden,1994.0,Drama|Thriller,10531.0,109579,True
230,Dolores Claiborne (1995),Dolores Claiborne,1995.0,Drama|Thriller,11929.0,109642,True
231,Dumb & Dumber (Dumb and Dumber) (1994),Dumb & Dumber (Dumb and Dumber),1994.0,Adventure|Comedy,8467.0,109686,True
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Eat Drink Man Woman (Yin shi nan nu),1994.0,Comedy|Drama|Romance,10451.0,111797,True
233,Exotica (1994),Exotica,1994.0,Drama,20156.0,109759,True
234,Exit to Eden (1994),Exit to Eden,1994.0,Comedy,18395.0,109758,True
235,Ed Wood (1994),Ed Wood,1994.0,Comedy|Drama,522.0,109707,True
236,French Kiss (1995),French Kiss,1995.0,Action|Comedy|Romance,397.0,113117,True
237,Forget Paris (1995),Forget Paris,1995.0,Comedy|Romance,10525.0,113097,True
238,Far From Home: The Adventures of Yellow Dog (1995),Far From Home: The Adventures of Yellow Dog,1995.0,Adventure|Children,27985.0,113028,True
239,"Goofy Movie, A (1995)","Goofy Movie, A",1995.0,Animation|Children|Comedy|Romance,15789.0,113198,True
240,Hideaway (1995),Hideaway,1995.0,Thriller,27303.0,113303,True
241,Fluke (1995),Fluke,1995.0,Children|Drama,21183.0,113089,True
242,Farinelli: il castrato (1994),Farinelli: il castrato,1994.0,Drama|Musical,10954.0,109771,True
243,Gordy (1995),Gordy,1995.0,Children|Comedy|Fantasy,47867.0,113199,True
244,Gumby: The Movie (1995),Gumby: The Movie,1995.0,Animation|Children,43475.0,113234,True
245,"Glass Shield, The (1994)","Glass Shield, The",1994.0,Crime|Drama,72031.0,109906,True
246,Hoop Dreams (1994),Hoop Dreams,1994.0,Documentary,14275.0,110057,True
247,Heavenly Creatures (1994),Heavenly Creatures,1994.0,Crime|Drama,1024.0,110005,True
248,Houseguest (1994),Houseguest,1994.0,Comedy,17207.0,110066,True
249,Immortal Beloved (1994),Immortal Beloved,1994.0,Drama|Romance,13701.0,110116,True
250,Heavyweights (Heavy Weights) (1995),Heavyweights (Heavy Weights),1995.0,Children|Comedy,14819.0,110006,True
251,"Hunted, The (1995)","Hunted, The",1995.0,Action,32631.0,113360,True
252,I.Q. (1994),I.Q.,1994.0,Comedy|Romance,11777.0,110099,True
253,Interview with the Vampire: The Vampire Chronicles (1994),Interview with the Vampire: The Vampire Chronicles,1994.0,Drama|Horror,628.0,110148,True
254,Jefferson in Paris (1995),Jefferson in Paris,1995.0,Drama,87729.0,113463,True
255,"Jerky Boys, The (1995)","Jerky Boys, The",1995.0,Comedy,18713.0,110189,True
256,Junior (1994),Junior,1994.0,Comedy|Sci-Fi,6280.0,110216,True
257,Just Cause (1995),Just Cause,1995.0,Mystery|Thriller,9061.0,113501,True
258,"Kid in King Arthur's Court, A (1995)","Kid in King Arthur's Court, A",1995.0,Adventure|Children|Comedy|Fantasy|Romance,37108.0,113538,True
259,Kiss of Death (1995),Kiss of Death,1995.0,Crime|Drama|Thriller,6071.0,113552,True
260,Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode IV - A New Hope,1977.0,Action|Adventure|Sci-Fi,11.0,76759,True
261,Little Women (1994),Little Women,1994.0,Drama,9587.0,110367,True
262,"Little Princess, A (1995)","Little Princess, A",1995.0,Children|Drama,19101.0,113670,True
263,Ladybird Ladybird (1994),Ladybird Ladybird,1994.0,Drama,49980.0,110296,True
264,"Enfer, L' (1994)","Enfer, L'",1994.0,Drama,17961.0,109731,True
265,Like Water for Chocolate (Como agua para chocolate) (1992),Like Water for Chocolate (Como agua para chocolate),1992.0,Drama|Fantasy|Romance,18183.0,103994,True
266,Legends of the Fall (1994),Legends of the Fall,1994.0,Drama|Romance|War|Western,4476.0,110322,True
267,Major Payne (1995),Major Payne,1995.0,Comedy,11008.0,110443,True
268,Little Odessa (1994),Little Odessa,1994.0,Crime|Drama,47504.0,110365,True
269,My Crazy Life (Mi vida loca) (1993),My Crazy Life (Mi vida loca),1993.0,Drama,32325.0,107566,True
270,Love Affair (1994),Love Affair,1994.0,Drama|Romance,43742.0,110391,True
271,Losing Isaiah (1995),Losing Isaiah,1995.0,Drama,28313.0,113691,True
272,"Madness of King George, The (1994)","Madness of King George, The",1994.0,Comedy|Drama,11318.0,110428,True
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Mary Shelley's Frankenstein (Frankenstein),1994.0,Drama|Horror|Sci-Fi,3036.0,109836,True
274,Man of the House (1995),Man of the House,1995.0,Comedy,40490.0,113755,True
275,Mixed Nuts (1994),Mixed Nuts,1994.0,Comedy,24070.0,110538,True
276,Milk Money (1994),Milk Money,1994.0,Comedy|Romance,8986.0,110516,True
277,Miracle on 34th Street (1994),Miracle on 34th Street,1994.0,Drama,10510.0,110527,True
278,Miami Rhapsody (1995),Miami Rhapsody,1995.0,Comedy,17402.0,113808,True
279,My Family (1995),My Family,1995.0,Drama,38722.0,113896,True
280,Murder in the First (1995),Murder in the First,1995.0,Drama|Thriller,8438.0,113870,True
281,Nobody's Fool (1994),Nobody's Fool,1994.0,Comedy|Drama|Romance,11593.0,110684,True
282,Nell (1994),Nell,1994.0,Drama,1945.0,110638,True
283,New Jersey Drive (1995),New Jersey Drive,1995.0,Crime|Drama,39310.0,113967,True
284,New York Cop (Nyû Yôku no koppu) (1993),New York Cop (Nyû Yôku no koppu),1993.0,Action|Crime,109560.0,117169,False
285,Beyond Bedlam (1993),Beyond Bedlam,1993.0,Drama|Horror,56428.0,106402,False
286,Nemesis 2: Nebula (1995),Nemesis 2: Nebula,1995.0,Action|Sci-Fi|Thriller,63105.0,113948,True
287,Nina Takes a Lover (1994),Nina Takes a Lover,1994.0,Comedy|Romance,131957.0,110671,True
288,Natural Born Killers (1994),Natural Born Killers,1994.0,Action|Crime|Thriller,241.0,110632,True
289,Only You (1994),Only You,1994.0,Comedy|Romance,9058.0,110737,True
290,Once Were Warriors (1994),Once Were Warriors,1994.0,Crime|Drama,527.0,110729,True
